3.853232818097076073e+00,2.261999999999992836e-02,3.852932427859509623e+00,2.202531645569617141e-02
2.404962266195852294e+00,3.940800000000004299e-01,2.415496379167133334e+00,3.938607594936707201e-01
2.659214764167380451e+00,3.010500000000002063e-01,2.671054695079047470e+00,2.951898734177218486e-01
2.876250435260763183e+00,2.900900000000000700e-01,2.881783256685106487e+00,2.854430379746834556e-01
2.725496254488434467e+00,2.709800000000002762e-01,2.729618771536218791e+00,2.703164556962027731e-01
2.974403421974525674e+00,2.360599999999998255e-01,2.986988863482506140e+00,2.343037974683545022e-01
3.151465503741460505e+00,1.730999999999996708e-01,3.160479509221903349e+00,1.700000000000000955e-01
3.120083896326593109e+00,1.853799999999993786e-01,3.125924473226587619e+00,1.805063291139241965e-01
3.216117702560913560e+00,1.316200000000000425e-01,3.217830189764692594e+00,1.289240506329114300e-01
3.329978398254391347e+00,1.130799999999998612e-01,3.326136254574856732e+00,1.148734177215190028e-01
3.251097036138993257e+00,1.241099999999999703e-01,3.252047515876538508e+00,1.196835443037974761e-01
3.200186342076883683e+00,1.467099999999998128e-01,3.212672954933938563e+00,1.431645569620253466e-01
3.281643069515421729e+00,1.206499999999998407e-01,3.289606979787165653e+00,1.186708860759493472e-01
3.386467740538485316e+00,9.889999999999979363e-02,3.394179552787442766e+00,9.715189873417721944e-02
3.323329898112221237e+00,1.180500000000000160e-01,3.330467854739721734e+00,1.165189873417721567e-01
3.342713369260190692e+00,9.518999999999994133e-02,3.350899333388651424e+00,9.037974683544296173e-02
3.317144481892757124e+00,1.042999999999998095e-01,3.324905564083916243e+00,1.019620253164556928e-01
3.319273995808824651e+00,1.012899999999998246e-01,3.324033677965199107e+00,1.005696202531645295e-01
3.287978354813155590e+00,1.138999999999999457e-01,3.292870734171094327e+00,1.109493670886075728e-01
3.378861804078211239e+00,1.123899999999998789e-01,3.389408250624682317e+00,1.068354430379746256e-01
3.259376109843739044e+00,1.163799999999998724e-01,3.272413691514172385e+00,1.117721518987341289e-01
3.345538466385346688e+00,1.072699999999999765e-01,3.363133921914949642e+00,1.034177215189872739e-01
3.401556102814573990e+00,8.099999999999987765e-02,3.417332042076599574e+00,7.575949367088610775e-02
3.288495758122959689e+00,1.039599999999998581e-01,3.303224872968901327e+00,1.042405063291138440e-01
3.280751862151816134e+00,1.140299999999998676e-01,3.285371440246425578e+00,1.122784810126581101e-01
3.320625164831876752e+00,1.094499999999999362e-01,3.333546688456113571e+00,1.058860759493670256e-01
3.383096628716131704e+00,8.908999999999980823e-02,3.380877639755819342e+00,8.436708860759491169e-02
3.378781211753091984e+00,8.221000000000001917e-02,3.382235776565071905e+00,7.905063291139240167e-02
3.366134439787317856e+00,8.931999999999980233e-02,3.372291634093913526e+00,8.848101265822784500e-02
3.308939272816220800e+00,9.844999999999982931e-02,3.317340886831282365e+00,9.398734177215190000e-02
3.276574433323087288e+00,9.637999999999989631e-02,3.280533801747107514e+00,9.240506329113923334e-02
3.324516076559600908e+00,8.827999999999992797e-02,3.333207481773485359e+00,8.556962025316450227e-02
3.297424937005102752e+00,1.074599999999998334e-01,3.306190038531423792e+00,1.084177215189873061e-01
3.345454977040861255e+00,9.451999999999971536e-02,3.343576956946347600e+00,9.297468354430375725e-02
3.322132109362783581e+00,8.885999999999977250e-02,3.327710288778319203e+00,8.721518987341767004e-02
3.320006228327783582e+00,9.005999999999983463e-02,3.329321447947398038e+00,8.537974683544304055e-02
3.385874551224751006e+00,9.010999999999991239e-02,3.396141584539727365e+00,8.816455696202533943e-02
3.302686777464072243e+00,1.061499999999999111e-01,3.302561525423886035e+00,1.060126582278480833e-01
3.345574714568801955e+00,8.450999999999980750e-02,3.339337816671518411e+00,8.911392405063288391e-02
3.314279022487352400e+00,9.806999999999972684e-02,3.321487576388603369e+00,9.588607594936708611e-02
3.265031347684856478e+00,1.010599999999997195e-01,3.269735521241400988e+00,9.689873417721510396e-02
3.361922306704150376e+00,8.489999999999982283e-02,3.364133063280879021e+00,8.303797468354427724e-02
3.450557109704245118e+00,7.140000000000003288e-02,3.455013652051016404e+00,7.145569620253160170e-02
3.336754133099458564e+00,8.686999999999979460e-02,3.342972108152029165e+00,8.455696202531644279e-02
3.311615545338685074e+00,9.764000000000000457e-02,3.312779711174574260e+00,9.632911392405060780e-02
3.363823111490466644e+00,8.705999999999990135e-02,3.372496258665354407e+00,8.405063291139235060e-02
3.283751642966306505e+00,1.056999999999998358e-01,3.299235792593018246e+00,1.013291139240505567e-01
3.300836399447310221e+00,1.043699999999998101e-01,3.309634027850513860e+00,1.008860759493670350e-01
3.290794928561615151e+00,1.035099999999997550e-01,3.300223248562772493e+00,1.003797468354429984e-01
3.344045682887124560e+00,8.348999999999982824e-02,3.349884404099159330e+00,7.924050632911386338e-02
3.418919028544851635e+00,8.024999999999989087e-02,3.435221041332301883e+00,7.765822784810123836e-02
3.352834331006926405e+00,7.759999999999996068e-02,3.362999383974824230e+00,7.525316455696198781e-02
3.339268656101578081e+00,8.806999999999996775e-02,3.347821176623074990e+00,8.854430379746831836e-02
3.399204018468353183e+00,7.612999999999996159e-02,3.407664188010119943e+00,7.424050632911391445e-02
3.357111553842356155e+00,9.168999999999986883e-02,3.364658848127243918e+00,8.664556962025313225e-02
3.359098307193490562e+00,7.930999999999993610e-02,3.369056916119190337e+00,7.759493670886077887e-02
