3.856740243484625186e+00,1.451999999999981604e-02,3.857070601174719116e+00,1.455696202531645521e-02
3.374160985632215226e+00,3.413599999999998302e-01,3.373285618724514379e+00,3.358860759493671466e-01
2.049453205308380710e+00,5.069900000000001627e-01,2.045882865703275044e+00,5.068987341772152044e-01
1.618940669079945271e+00,5.725999999999999979e-01,1.618996559959886117e+00,5.722151898734180175e-01
1.426867294720470136e+00,6.041500000000005199e-01,1.429343252226531691e+00,6.009493670886075778e-01
1.313946520800451490e+00,6.317299999999999027e-01,1.319027619599242973e+00,6.276582278481014354e-01
1.225805188277979241e+00,6.531200000000018102e-01,1.231148898393650271e+00,6.489240506329115865e-01
1.157711004015474776e+00,6.717700000000005334e-01,1.161105034228248734e+00,6.678481012658229465e-01
1.092176290500141533e+00,6.870600000000015584e-01,1.096301013197530594e+00,6.824683544303798977e-01
1.047763142631191524e+00,6.971200000000001840e-01,1.052659546963890413e+00,6.919620253164556756e-01
9.970167986980531527e-01,7.100400000000005596e-01,1.001615091398310620e+00,7.060126582278478669e-01
9.534471799180201934e-01,7.202600000000026759e-01,9.576270641537052430e-01,7.161392405063294886e-01
9.176853361830988876e-01,7.304700000000006188e-01,9.211938101737563445e-01,7.250000000000000888e-01
8.853544752349620239e-01,7.382500000000000728e-01,8.894652312391706506e-01,7.341139240506328045e-01
8.590992082845336775e-01,7.439000000000015600e-01,8.633240146587961572e-01,7.393670886075948134e-01
8.334770420317526574e-01,7.501499999999993173e-01,8.388406973415158951e-01,7.451898734177215822e-01
8.113775359415034139e-01,7.555299999999984806e-01,8.171972797978844794e-01,7.527848101265823821e-01
7.928067657888669961e-01,7.620599999999994045e-01,7.974953863397318266e-01,7.581012658227846979e-01
7.699838960693355938e-01,7.661999999999974387e-01,7.752401966654209886e-01,7.629746835443038666e-01
7.521888075102907134e-01,7.718799999999974570e-01,7.570795445990881056e-01,7.687341772151898844e-01
7.374467480873243552e-01,7.752899999999981473e-01,7.430758345450508839e-01,7.714556962025315157e-01
7.214646099621059294e-01,7.796299999999974917e-01,7.278166020191726426e-01,7.767088607594937466e-01
7.076053511451940725e-01,7.816999999999977300e-01,7.142916840584870863e-01,7.793670886075945159e-01
6.969432663935642980e-01,7.845299999999976182e-01,7.047644354193229876e-01,7.820253164556962844e-01
6.844055606927654800e-01,7.880899999999987360e-01,6.934758878070906851e-01,7.844303797468352712e-01
6.721052426897472509e-01,7.917899999999964411e-01,6.804361428657286215e-01,7.888607594936712930e-01
6.610605936100583113e-01,7.951299999999973389e-01,6.704541625677697958e-01,7.916455696202528980e-01
6.546666748524797574e-01,7.958899999999975439e-01,6.640307912561455028e-01,7.942405063291143597e-01
6.426566048089652483e-01,7.991799999999984472e-01,6.527048273362726638e-01,7.965822784810121515e-01
6.337180157913006040e-01,8.003600000000001824e-01,6.438977705420483311e-01,7.993037974683540048e-01
6.237903392314207984e-01,8.039299999999985902e-01,6.350546380601606034e-01,8.008860759493667825e-01
6.180205098917989082e-01,8.059999999999979403e-01,6.291269873260991741e-01,8.027848101265823155e-01
6.093374149864190237e-01,8.073399999999967269e-01,6.204102485998224115e-01,8.057594936708859512e-01
6.026616687304081621e-01,8.092499999999984706e-01,6.150218241046561118e-01,8.058227848101261470e-01
5.978486885593768951e-01,8.097699999999988796e-01,6.104918978591927781e-01,8.059493670886072048e-01
5.926024979007283866e-01,8.113199999999982648e-01,6.059686633198531069e-01,8.096202531645567690e-01
5.848085219483094566e-01,8.131099999999993333e-01,5.986039767135881151e-01,8.103797468354426714e-01
5.745354546744325663e-01,8.162099999999989919e-01,5.891455544255304044e-01,8.128481012658229643e-01
5.716243686095052734e-01,8.169200000000007567e-01,5.860576255456305672e-01,8.134177215189868360e-01
5.672849062781331053e-01,8.180100000000000149e-01,5.818470920064406915e-01,8.147468354430373871e-01
5.614343438344158166e-01,8.198800000000004973e-01,5.768979575251128589e-01,8.170253164556962044e-01
5.602809240304578164e-01,8.197900000000005738e-01,5.755685455273370499e-01,8.156962025316452092e-01
5.521879225851999973e-01,8.215900000000002645e-01,5.674522651335455192e-01,8.174683544303796845e-01
5.468247952224497554e-01,8.230000000000016191e-01,5.623720030575074524e-01,8.193037974683546887e-01
5.439974432166290175e-01,8.237000000000003208e-01,5.600077559548445327e-01,8.199367088607589782e-01
5.363942980586100528e-01,8.269100000000008110e-01,5.538285854781983542e-01,8.224683544303798000e-01
5.344776969630089525e-01,8.262000000000013777e-01,5.517553199917381024e-01,8.231645569620252845e-01
5.309994006543825584e-01,8.270800000000000374e-01,5.493607620752303244e-01,8.233544303797465380e-01
5.263587642129167188e-01,8.294600000000005302e-01,5.435382110747961626e-01,8.249367088607593157e-01
5.226956085626052184e-01,8.294700000000004847e-01,5.408012893228448803e-01,8.251265822784806803e-01
5.199077040947984729e-01,8.295499999999997875e-01,5.375516008748194574e-01,8.251898734177213202e-01
5.153747231786026672e-01,8.319000000000014161e-01,5.339099682667871605e-01,8.274683544303795824e-01
5.110959908747672031e-01,8.329300000000001702e-01,5.304363747753143565e-01,8.280379746835440091e-01
5.085358221402412893e-01,8.334900000000019515e-01,5.273914857371844178e-01,8.297468354430377335e-01
5.056885633385841405e-01,8.343100000000008842e-01,5.251316037269389003e-01,8.318354430379744091e-01
5.034219199288343383e-01,8.344800000000012208e-01,5.236803502639247876e-01,8.298101265822783734e-01
4.995395158918507494e-01,8.353400000000003045e-01,5.205430257461752808e-01,8.303797468354428002e-01
4.961878306567706898e-01,8.367600000000019467e-01,5.163320051526192334e-01,8.317721518987341023e-01
4.945210368498142439e-01,8.365800000000026548e-01,5.152329192342751663e-01,8.308227848101260582e-01
4.906011487461156562e-01,8.377800000000007463e-01,5.124943184492735115e-01,8.324050632911396130e-01
4.906699709043353397e-01,8.376900000000019331e-01,5.129561710750343284e-01,8.326582278481012844e-01
4.847963638213562132e-01,8.396000000000011232e-01,5.068301006020540234e-01,8.350632911392404933e-01
4.815977181759391601e-01,8.402300000000009206e-01,5.036777648026021792e-01,8.336075949367085514e-01
4.808714675603831812e-01,8.410300000000010545e-01,5.026928207370969792e-01,8.356962025316456710e-01
4.796063255830149141e-01,8.412500000000016076e-01,5.027377883217074572e-01,8.361392405063284849e-01
4.754348337967858051e-01,8.423000000000029353e-01,4.991673547666887201e-01,8.358860759493672576e-01
4.755182688948983993e-01,8.417800000000007499e-01,5.000452084948807663e-01,8.344303797468348716e-01
4.722582954414113465e-01,8.425900000000039469e-01,4.966554671296237733e-01,8.381645569620249647e-01
4.678642258919591956e-01,8.431700000000001971e-01,4.928386473863636263e-01,8.371518987341775020e-01
4.668870148675977605e-01,8.443000000000018268e-01,4.917407751304808672e-01,8.374683544303799243e-01
4.638839505915999806e-01,8.462600000000005673e-01,4.893014649360089008e-01,8.385443037974679159e-01
4.612535458451049730e-01,8.455100000000007610e-01,4.872539739610881604e-01,8.378481012658229865e-01
4.609770236060192761e-01,8.465900000000012859e-01,4.868029155058904989e-01,8.380379746835441290e-01
4.598545379622158147e-01,8.465000000000023617e-01,4.868343032976677476e-01,8.386075949367083338e-01
4.565986682357079385e-01,8.457000000000017836e-01,4.829720677087303016e-01,8.386708860759493067e-01
4.539391939585876723e-01,8.477300000000013158e-01,4.810915346168975204e-01,8.404430379746831159e-01
4.538683789152639370e-01,8.480400000000024585e-01,4.812589903740547848e-01,8.409493670886075689e-01
4.518868338993908274e-01,8.484700000000016118e-01,4.798654942350535912e-01,8.408860759493673731e-01
4.492689812933409188e-01,8.489100000000021629e-01,4.773430219190874513e-01,8.417721518987340001e-01
4.467861483237045017e-01,8.493600000000011141e-01,4.757892322887427583e-01,8.411392405063288225e-01
4.459872462201531218e-01,8.491800000000007120e-01,4.740815231861992829e-01,8.428481012658228799e-01
4.439038149370466146e-01,8.507000000000006779e-01,4.728426381922155586e-01,8.427215189873416001e-01
4.428726491176636637e-01,8.513700000000020696e-01,4.735047725949380060e-01,8.432278481012657201e-01
4.402704880212818250e-01,8.514000000000002677e-01,4.701046257697774622e-01,8.432278481012651650e-01
4.374415981093168759e-01,8.526400000000026180e-01,4.674929474368133553e-01,8.438607594936705647e-01
4.388065901042761952e-01,8.519900000000004692e-01,4.690689177202625459e-01,8.439873417721512894e-01
4.365299733486873723e-01,8.526500000000026835e-01,4.675796771347259240e-01,8.449367088607594445e-01
4.342294158188433340e-01,8.532300000000018203e-01,4.650534033078038143e-01,8.459493670886072403e-01
4.322632998608200716e-01,8.537900000000014922e-01,4.638475846143945147e-01,8.465822784810127510e-01
4.304899416498877418e-01,8.536400000000031740e-01,4.625840863409025894e-01,8.462658227848099957e-01
4.292355435997192714e-01,8.547400000000014986e-01,4.619342831168609109e-01,8.457594936708860978e-01
4.273185479260903641e-01,8.542500000000011751e-01,4.596149047253302311e-01,8.456329113924049290e-01
4.261597024801319078e-01,8.558800000000005292e-01,4.586341920261364780e-01,8.469620253164558132e-01
4.249453526999547592e-01,8.561300000000026111e-01,4.581624259133271759e-01,8.460759493670882980e-01
4.246646477942991327e-01,8.553600000000002312e-01,4.586414149870888246e-01,8.462025316455695778e-01
4.223076654145324071e-01,8.564600000000009983e-01,4.559573971773727696e-01,8.462025316455699109e-01
4.205851898702315239e-01,8.571900000000013398e-01,4.538465967852522431e-01,8.464556962025311382e-01
4.189946474875643756e-01,8.579100000000011716e-01,4.526950052354163367e-01,8.484177215189866450e-01
4.194747441770967922e-01,8.569400000000021445e-01,4.543636197722374925e-01,8.469620253164557022e-01
4.175628860349233640e-01,8.579300000000009696e-01,4.516410031711982076e-01,8.486075949367085647e-01
4.166182497555802056e-01,8.592300000000020477e-01,4.513802897088018407e-01,8.498734177215182539e-01
